a_75,a_205,a_67,a_388,a_197,a_103,a_276,a_150,a_20,a_155,classe
493,477,491,505,479,459,476,501,493,461,-1
524,475,476,494,455,477,475,510,486,510,-1
533,475,441,524,478,461,476,421,495,519,-1
484,479,518,513,486,477,476,469,493,513,1
444,475,480,515,484,474,476,490,463,504,1
533,475,501,472,483,472,476,493,483,494,1
481,477,485,494,472,487,476,462,509,493,1
420,475,503,470,479,481,476,449,507,488,-1
551,475,446,478,482,478,477,413,478,470,-1
565,477,504,531,466,479,476,524,495,496,-1
566,476,510,543,473,508,476,493,478,483,-1
482,476,499,467,480,490,476,543,460,474,1
560,476,472,484,492,481,476,481,470,518,1
471,477,477,517,480,508,478,496,503,556,-1
585,477,467,510,495,501,476,497,466,502,-1
475,479,489,501,477,496,477,524,493,504,1
587,476,478,466,474,473,475,553,487,442,1
513,475,498,484,493,509,476,539,481,505,1
451,474,473,456,474,508,476,478,478,498,-1
618,477,480,477,483,487,476,422,501,476,-1
574,476,528,473,490,480,476,390,488,531,-1
442,477,512,500,472,448,475,457,495,457,1
482,478,517,482,483,464,477,449,468,483,1
479,476,504,519,490,483,477,447,478,469,1
493,473,464,523,497,495,476,399,470,488,-1
514,476,513,505,476,466,476,522,469,499,1
531,477,494,529,479,468,476,535,487,476,1
509,476,536,514,483,469,476,452,484,583,-1
534,476,460,506,479,486,476,489,492,435,1
532,479,453,493,489,467,478,501,487,483,-1
437,473,492,493,493,460,476,551,494,497,1
455,475,492,513,489,479,477,470,486,456,-1
568,475,465,424,488,482,476,539,496,451,1
461,477,507,489,497,469,476,469,477,525,1
495,475,495,487,488,466,476,580,484,498,1
528,476,463,498,482,498,476,547,502,477,-1
536,476,508,512,507,463,476,462,491,427,1
487,476,492,488,480,471,477,488,472,522,1
518,474,503,479,484,478,476,481,476,532,1
493,474,502,478,469,509,476,491,481,498,1
497,476,477,501,498,440,476,457,480,477,-1
556,476,477,514,476,473,476,444,477,497,1
513,476,527,539,486,491,476,423,490,506,-1
564,477,491,509,473,470,476,426,492,466,1
436,475,455,481,485,488,476,510,492,510,-1
537,476,498,482,480,459,475,486,477,415,-1
499,479,486,453,489,476,476,540,496,523,-1
512,477,489,509,491,471,478,582,490,486,1
534,477,480,497,477,481,476,492,487,523,1
451,477,490,510,484,494,476,518,461,483,-1
485,474,499,504,490,442,476,481,470,479,1
531,475,510,466,472,472,476,525,480,545,-1
440,474,515,461,491,461,476,448,489,521,1
505,476,460,497,487,483,476,476,482,496,1
512,475,481,506,500,442,477,481,476,496,-1
509,476,459,523,472,494,477,543,480,445,1
505,477,486,514,488,444,477,499,478,511,-1
485,475,468,490,479,494,476,417,453,479,1
574,478,488,488,488,486,477,571,496,498,-1
484,479,506,474,463,491,477,450,489,517,-1
494,477,503,492,476,473,478,488,466,487,1
440,476,470,482,486,480,477,504,505,485,1
494,475,503,532,477,485,476,538,478,440,1
489,475,468,512,477,508,477,443,493,489,-1
525,478,485,496,501,454,477,478,462,489,1
498,475,477,508,482,489,477,540,466,502,1
482,478,471,487,504,443,477,525,475,497,1
390,476,466,500,496,466,477,455,474,504,1
504,476,512,533,485,467,475,469,477,494,-1
431,475,472,495,486,461,476,553,477,484,1
459,476,521,528,482,485,477,489,480,496,1
490,474,509,463,482,480,478,472,466,492,-1
495,476,463,500,480,472,477,447,501,492,-1
509,477,530,515,472,472,478,493,491,488,-1
496,477,466,486,486,479,476,443,472,493,-1
497,476,473,515,477,476,476,544,473,507,-1
513,478,511,500,476,497,476,491,483,461,1
541,476,460,501,474,498,476,492,467,450,1
417,475,502,446,500,477,477,506,476,424,-1
484,476,504,506,478,471,476,483,484,454,-1
580,477,489,490,481,485,476,483,497,502,-1
512,477,457,508,478,487,475,564,497,474,1
491,478,500,545,479,482,476,463,499,482,-1
521,476,487,472,480,482,477,448,485,453,1
440,477,495,487,492,494,477,480,485,485,1
508,476,531,483,484,463,477,518,488,518,1
474,475,516,473,479,486,477,472,490,486,1
463,476,472,514,479,471,476,519,490,448,1
512,475,478,504,492,439,476,468,469,450,1
556,476,483,472,476,500,477,481,505,504,-1
477,477,506,470,483,463,476,504,465,456,-1
475,473,451,478,478,496,477,534,496,482,-1
446,477,459,514,476,496,476,497,469,482,-1
532,475,505,478,481,502,476,445,485,511,-1
491,477,486,451,480,505,476,450,473,511,-1
582,476,499,517,489,481,475,529,491,443,-1
530,475,533,518,496,495,475,462,500,487,-1
536,477,497,467,477,488,476,503,510,477,1
525,475,468,491,472,493,477,487,482,466,-1
526,476,483,499,473,469,476,447,481,506,-1
463,476,510,465,487,465,476,529,476,453,1
471,475,514,517,488,454,476,512,480,487,-1
440,475,500,486,482,471,475,510,471,515,1
481,477,486,502,499,487,476,582,479,488,-1
513,476,526,525,470,507,476,472,501,501,1
405,477,489,491,481,476,476,510,497,480,-1
526,476,493,472,475,477,476,478,469,557,-1
600,476,494,538,486,467,476,524,496,493,1
467,476,497,509,478,481,476,534,497,480,-1
483,478,520,482,485,490,475,514,470,495,1
455,478,522,512,472,481,477,479,506,518,-1
531,477,496,485,468,500,477,476,497,459,1
575,474,461,484,472,463,477,522,462,532,1
529,475,477,498,488,487,476,496,455,436,-1
536,478,504,511,485,472,477,536,506,452,1
498,475,481,502,485,458,476,462,464,496,1
453,476,489,493,507,471,476,505,478,460,1
465,478,471,481,485,492,477,555,474,502,1
498,478,492,470,471,481,476,563,483,442,1
508,475,473,517,481,481,475,476,467,496,-1
437,477,506,483,476,488,476,548,481,493,-1
458,475,515,502,476,441,475,511,481,500,1
434,476,522,505,471,464,477,486,501,496,-1
601,476,449,492,502,481,477,522,475,458,1
474,477,498,505,488,486,475,535,484,459,-1
478,475,468,500,491,461,476,435,487,490,1
530,476,497,489,482,471,475,581,483,509,-1
487,479,503,498,484,507,477,455,464,471,-1
539,478,534,508,477,482,477,430,473,454,1
487,479,522,478,485,510,477,446,476,511,-1
511,478,454,463,501,467,476,537,491,459,-1
487,475,500,478,482,469,476,449,495,502,1
462,475,504,465,497,467,477,484,491,482,1
637,478,499,526,470,476,476,532,471,492,-1
430,476,508,499,477,485,476,560,497,437,1
520,476,488,471,489,488,476,499,496,454,-1
543,476,470,524,482,448,476,520,469,485,1
554,479,453,486,485,457,476,515,475,493,-1
511,476,497,513,491,484,477,535,496,508,1
541,476,483,488,484,492,476,471,486,491,1
554,475,476,481,491,461,476,485,482,524,-1
453,474,472,533,481,502,477,570,498,444,1
490,476,512,495,490,516,476,438,485,494,-1
514,475,504,521,483,484,475,489,466,495,-1
548,477,500,470,494,474,475,477,487,470,-1
535,477,462,482,484,483,477,523,476,434,1
520,478,503,481,472,476,477,448,496,471,-1
460,475,472,526,483,484,476,531,477,490,1
576,476,495,497,494,474,476,499,497,522,-1
441,475,494,476,477,478,475,485,466,517,-1
500,476,492,507,490,471,476,481,474,500,-1
500,475,468,496,482,468,476,568,519,472,1
515,478,496,478,487,473,475,474,500,523,-1
459,479,463,486,487,451,475,571,470,497,-1
525,476,486,507,481,492,476,468,484,492,1
560,476,540,502,486,467,477,502,494,486,1
499,475,491,505,488,487,477,451,478,486,-1
513,474,449,472,487,453,475,463,482,441,1
555,478,521,526,494,505,477,433,486,432,1
424,473,459,478,473,455,477,495,481,521,-1
578,475,473,491,466,475,476,496,488,485,-1
512,478,522,529,476,479,476,498,467,433,1
524,474,508,484,503,478,477,492,482,506,-1
508,475,512,469,484,492,477,475,503,421,-1
513,476,477,511,484,486,475,527,492,488,-1
512,477,498,513,469,467,475,503,497,448,-1
508,475,490,502,473,482,476,470,519,459,-1
482,475,500,539,489,485,475,440,488,499,1
497,475,479,485,497,478,476,476,476,460,1
482,479,496,486,476,497,476,531,515,502,1
471,477,454,484,481,481,477,528,490,457,-1
503,475,500,498,468,480,476,478,494,473,-1
551,475,473,489,485,475,476,449,479,516,1
482,477,523,541,481,489,477,441,520,484,1
495,478,503,511,475,445,477,489,481,485,-1
502,477,518,489,473,469,476,517,484,500,1
544,478,458,498,471,473,475,525,490,507,-1
453,478,494,498,490,474,476,491,479,473,1
464,479,503,513,495,481,477,517,483,518,1
464,477,479,474,488,467,476,452,478,458,1
482,477,504,475,478,474,476,567,481,493,1
493,475,533,525,484,506,477,406,480,505,1
510,476,490,489,494,464,475,498,482,503,1
462,475,515,512,472,493,476,487,473,497,1
418,477,524,488,482,481,476,425,479,472,-1
540,477,480,485,475,507,476,451,486,563,1
474,476,517,499,480,493,476,469,482,495,1
578,476,475,489,475,479,477,487,474,513,1
493,475,446,506,485,472,478,472,481,449,-1
510,473,493,496,476,503,476,444,488,501,-1
486,479,522,505,483,462,476,506,519,496,-1
444,476,488,500,484,466,476,471,462,491,1
505,477,540,461,490,491,476,455,483,446,1
564,478,493,487,472,487,477,446,487,529,-1
499,476,500,494,485,462,477,497,487,474,1
480,476,514,499,478,457,475,493,490,439,-1
584,476,480,523,467,481,474,552,471,493,-1
421,477,512,480,474,465,476,481,469,461,-1
523,475,501,502,495,455,476,502,484,442,1
541,475,469,515,481,506,477,569,489,530,-1
497,473,482,493,485,479,476,525,508,482,1
555,478,449,509,475,465,476,524,484,509,1
490,476,528,493,488,484,476,478,477,514,1
587,479,437,548,485,494,476,553,468,504,-1
501,477,500,458,468,489,476,465,476,511,1
497,476,482,481,464,507,476,456,508,473,-1
576,476,463,502,491,478,477,449,487,449,1
518,476,483,483,496,468,476,469,473,465,1
496,476,492,518,475,472,476,455,485,498,-1
518,476,465,489,494,469,478,476,501,419,1
520,478,464,469,475,474,476,466,486,496,-1
513,474,511,506,485,478,477,464,466,472,1
513,475,480,476,495,494,476,518,499,479,-1
515,475,471,487,476,496,476,461,462,520,-1
523,476,494,503,484,444,477,435,474,438,1
516,475,487,499,472,467,476,497,481,486,1
531,478,507,465,467,460,476,515,472,457,1
572,477,510,511,487,473,476,439,486,490,1
468,475,489,491,493,480,476,512,487,496,1
516,477,507,442,464,477,477,501,487,510,1
505,474,499,494,471,489,476,444,489,509,-1
512,476,471,520,480,487,477,516,472,468,-1
479,475,470,475,466,476,476,455,459,492,-1
471,477,513,508,492,475,477,473,467,520,-1
493,478,466,514,469,452,476,476,483,470,1
496,476,480,521,485,475,475,434,498,490,-1
536,478,487,505,474,485,476,461,468,510,-1
528,475,498,501,480,464,476,485,488,477,1
485,477,467,482,494,470,476,510,500,474,-1
478,477,521,526,490,492,476,451,481,465,-1
529,479,477,533,466,484,476,446,510,482,-1
416,474,472,546,484,496,476,453,475,472,1
507,477,485,492,482,475,476,437,491,469,-1
474,475,475,517,469,489,476,438,476,500,1
496,476,491,510,490,491,476,532,485,488,1
488,477,472,470,485,474,476,478,468,466,-1
484,477,482,502,490,452,476,541,480,493,-1
408,476,494,491,476,478,476,517,464,455,-1
514,476,471,483,486,477,475,469,494,502,1
498,475,479,494,491,461,478,489,476,486,1
538,479,488,482,471,498,476,514,504,494,-1
504,478,514,484,485,483,476,430,493,492,-1
477,476,482,510,487,484,477,537,485,479,1
497,475,510,472,489,460,476,518,495,468,-1
459,476,471,452,484,504,476,464,494,476,-1
522,477,483,473,478,490,476,447,485,442,1
458,476,505,527,474,457,476,506,482,481,-1
433,474,460,487,476,475,477,467,502,487,1
503,476,509,496,484,479,476,528,503,461,-1
487,476,506,495,488,490,476,502,486,512,1
523,476,474,516,475,477,477,525,478,529,1
438,476,503,492,487,468,475,556,462,508,-1
508,477,482,506,503,466,477,521,479,501,1
613,478,468,491,477,491,477,437,474,466,-1
504,476,506,526,484,467,476,482,499,481,-1
514,477,460,479,478,478,477,484,498,464,-1
479,477,480,518,478,506,476,496,478,455,1
593,478,525,503,492,483,474,428,483,483,-1
572,477,475,482,485,509,477,521,499,490,1
511,476,483,504,455,467,475,434,473,493,1
524,476,451,477,492,467,476,502,480,497,-1
561,475,486,523,478,460,477,465,482,487,-1
415,476,509,474,487,461,476,502,503,477,1
570,475,485,446,486,503,476,441,492,457,-1
460,477,471,470,480,473,476,470,492,515,1
549,475,483,488,482,484,476,496,486,527,-1
416,475,500,454,489,476,476,480,500,499,-1
543,477,480,478,475,489,475,573,477,481,1
478,475,478,478,484,481,476,515,499,476,1
510,476,482,511,465,479,477,484,508,467,1
482,476,487,506,474,480,476,488,478,446,-1
482,476,496,517,488,469,476,453,486,506,1
506,477,491,458,482,438,477,581,480,457,-1
555,477,474,511,478,476,476,536,470,494,-1
538,476,494,459,470,480,476,470,498,489,-1
554,474,451,503,483,496,476,532,473,459,1
470,475,474,521,480,490,477,521,468,494,1
503,474,449,478,493,486,477,418,483,490,-1
481,479,490,478,486,491,477,525,484,456,1
549,478,478,526,481,468,476,515,496,460,1
479,475,464,483,474,500,476,501,499,520,-1
502,475,469,452,494,469,477,476,475,466,-1
566,477,488,518,485,486,476,482,488,491,-1
509,476,486,504,478,469,477,459,484,481,1
441,476,489,471,475,455,476,510,494,470,-1
459,477,532,511,485,466,477,467,489,489,1
590,475,507,501,488,464,476,508,477,456,1
537,476,468,495,481,482,476,420,489,445,-1
499,477,511,486,494,482,476,454,475,482,1
476,475,488,506,485,477,476,485,489,459,-1
529,475,508,480,481,504,476,527,484,479,1
517,477,480,479,456,489,476,560,501,482,-1
543,475,455,510,487,471,476,489,491,474,-1
501,477,500,519,483,517,476,473,482,508,-1
525,476,481,471,474,491,476,526,485,432,-1
559,477,481,515,494,484,475,387,494,466,1
532,476,492,490,472,484,476,516,483,458,-1
505,477,521,471,487,465,476,489,490,449,-1
484,477,496,493,496,476,476,412,505,495,-1
578,478,507,482,491,495,475,466,467,454,1
457,474,434,501,492,445,476,516,501,509,1
503,475,483,509,480,480,476,518,473,522,-1
526,476,498,506,488,493,477,439,488,534,-1
524,478,478,475,493,454,477,515,492,493,1
458,477,499,480,470,493,476,458,485,502,1
466,478,493,493,478,483,476,521,479,489,-1
492,475,477,482,483,503,476,453,493,481,1
521,477,491,521,482,499,476,512,508,516,-1
546,478,464,473,486,506,476,469,464,517,-1
495,476,496,494,494,478,476,491,498,529,-1
371,476,479,474,472,482,476,553,475,470,1
555,477,499,499,485,474,478,500,467,423,-1
472,477,502,457,471,458,476,457,492,464,-1
474,478,508,480,496,472,475,544,459,472,1
433,475,480,501,491,482,476,491,465,463,-1
516,476,466,499,472,460,476,533,476,460,-1
565,476,473,507,480,465,476,461,473,444,-1
471,477,506,510,473,484,477,414,483,488,-1
522,477,507,517,484,489,476,414,492,468,-1
504,476,544,506,485,498,475,483,487,439,1
465,478,464,512,475,463,476,524,471,457,-1
491,476,528,489,478,465,476,420,483,454,1
489,475,488,504,483,461,476,496,477,512,1
466,474,513,511,480,482,476,533,481,501,-1
485,475,500,479,490,476,475,432,488,490,-1
507,477,453,493,490,483,476,496,487,519,-1
480,477,458,497,480,496,476,555,478,503,-1
499,476,509,483,489,476,476,429,477,522,1
470,476,474,484,492,452,476,480,498,495,-1
465,476,458,492,468,481,476,383,486,513,1
438,476,500,508,499,467,476,514,471,501,1
496,477,523,482,502,503,477,522,464,481,1
475,476,479,475,490,500,476,429,504,494,-1
501,476,500,509,487,492,475,433,477,485,-1
476,477,508,517,482,479,476,478,488,516,-1
545,474,465,498,495,461,475,548,468,457,-1
456,476,485,479,480,490,478,455,484,465,-1
492,477,484,519,496,454,475,466,490,472,1
455,477,491,470,471,478,475,401,493,491,1
573,478,493,500,498,484,477,433,496,481,1
498,476,520,481,480,467,476,505,445,472,1
520,476,527,484,487,489,476,564,485,510,-1
463,475,515,500,485,468,476,567,472,455,-1
488,476,482,476,476,496,476,452,492,477,1
528,475,471,483,474,451,477,455,472,509,-1
558,474,487,471,471,479,476,428,476,491,-1
570,474,431,495,474,477,476,487,492,507,-1
432,476,500,505,478,489,476,527,470,510,1
471,476,522,476,485,472,476,510,490,424,1
511,477,493,470,471,477,475,424,478,492,1
463,478,479,453,479,482,475,510,495,474,1
512,476,514,509,494,492,477,514,481,498,1
452,477,519,495,479,463,476,535,495,519,1
503,477,484,522,475,491,477,465,480,481,1
475,476,505,471,484,464,476,395,488,488,-1
518,475,534,511,471,472,477,472,470,491,-1
584,475,486,492,486,474,475,490,485,507,-1
481,476,554,496,504,497,475,476,516,499,1
574,476,524,498,492,456,475,486,483,514,1
617,477,503,524,485,468,476,504,475,482,1
431,477,518,524,478,456,477,470,472,511,-1
436,474,471,451,479,500,476,503,483,528,-1
521,479,484,463,488,488,476,490,483,525,1
436,475,517,516,490,463,476,531,467,447,-1
525,478,517,503,475,466,477,474,478,472,-1
469,475,493,511,465,463,476,541,487,454,1
412,475,523,484,480,479,477,548,481,483,1
571,474,482,498,499,485,477,487,459,461,-1
526,476,435,474,481,495,476,434,481,465,1
487,474,480,514,492,465,477,468,477,496,1
451,477,473,477,479,475,476,466,495,473,-1
450,475,470,492,493,482,476,596,472,472,1
450,477,514,485,487,502,475,517,481,486,-1
428,475,509,493,492,480,476,462,480,461,1
489,477,474,499,488,450,477,511,485,486,-1
508,475,522,501,498,501,478,494,459,505,-1
499,475,480,527,489,442,475,435,496,509,1
521,477,492,513,478,452,476,532,495,483,-1
471,475,455,474,488,483,476,529,491,500,-1
481,474,537,474,474,492,476,485,497,433,-1
469,477,495,491,481,489,475,532,476,508,1
576,476,458,468,473,471,477,506,475,523,-1
498,477,523,487,517,477,476,445,501,462,-1
488,475,507,474,486,466,476,500,493,488,-1
527,476,494,474,490,460,476,487,480,489,-1
470,477,513,492,492,484,476,537,478,458,1
492,475,434,533,470,471,476,496,469,501,1
529,474,483,505,491,523,476,524,479,483,-1
446,476,463,531,493,484,476,509,474,483,1
499,477,473,502,472,485,475,520,493,462,-1
568,478,489,464,485,471,476,535,486,464,-1
542,477,459,511,514,472,477,454,489,460,-1
428,476,451,474,475,471,476,479,491,541,1
494,477,497,495,500,491,477,489,476,492,-1
459,475,503,508,499,480,477,526,455,458,-1
487,476,501,473,486,462,476,507,504,553,1
492,476,487,510,473,487,476,492,475,465,-1
469,476,503,467,477,494,477,437,508,529,1
425,478,477,496,501,473,477,476,504,455,-1
497,476,515,477,479,463,476,439,493,488,-1
442,475,476,489,474,482,476,457,471,473,-1
460,479,474,490,468,466,475,483,460,479,-1
468,478,451,533,476,479,477,505,481,427,1
569,474,482,497,474,521,475,538,468,489,1
501,478,469,464,480,459,476,495,479,482,1
476,476,493,490,483,462,477,496,486,520,-1
509,475,467,496,481,484,477,459,468,462,-1
564,476,451,496,482,483,476,485,476,467,-1
461,475,486,495,470,454,477,537,493,488,-1
470,478,516,460,492,482,476,491,496,483,1
486,479,484,514,481,456,477,462,485,434,-1
435,477,487,477,473,493,476,452,500,506,1
498,476,518,495,473,491,476,521,486,480,1
472,476,478,519,497,483,476,496,490,467,1
539,477,496,517,477,461,476,449,478,506,-1
529,476,464,494,482,485,477,436,499,494,-1
526,476,511,491,487,478,476,439,485,519,1
550,477,505,531,485,475,476,548,479,453,1
469,477,522,473,482,462,476,471,512,456,1
547,475,489,499,480,457,478,457,485,512,1
499,477,499,532,492,471,477,517,497,501,-1
473,477,482,499,498,478,476,451,496,476,1
577,475,495,458,471,496,476,479,503,516,-1
515,478,495,511,493,488,476,504,489,517,-1
476,477,470,479,483,492,477,535,500,513,-1
472,476,490,477,470,480,476,477,489,523,1
485,475,471,514,489,468,476,448,482,486,1
489,473,490,491,475,470,476,473,474,505,1
492,476,480,496,482,481,476,489,503,498,-1
419,475,478,505,494,488,475,482,496,476,-1
529,477,478,498,488,489,476,502,499,499,1
477,477,492,487,485,488,476,397,474,495,-1
496,476,536,478,477,474,476,466,490,451,-1
545,475,525,503,485,490,477,430,481,480,1
515,476,492,482,489,463,476,452,465,447,1
543,474,476,488,489,469,476,522,463,465,-1
484,476,461,505,480,458,477,467,506,495,1
532,476,523,496,480,495,476,535,478,509,1
478,477,549,474,474,477,476,537,494,481,-1
530,477,486,487,478,492,477,483,490,501,-1
447,475,483,501,484,472,476,489,476,462,1
429,475,524,473,483,500,477,482,477,456,1
508,476,454,493,488,477,477,477,467,477,-1
517,476,503,474,501,489,475,487,505,496,1
526,477,448,495,484,486,477,512,496,528,1
491,478,488,471,483,476,477,439,501,481,1
498,476,481,491,476,495,477,519,481,528,-1
568,475,473,488,495,466,475,517,494,475,1
484,475,485,473,480,484,475,477,479,448,-1
624,476,466,480,486,494,476,546,491,497,1
472,479,479,487,487,476,477,423,473,495,1
451,476,483,453,477,446,478,512,490,499,-1
491,475,500,489,489,474,476,500,475,489,1
439,476,465,508,483,480,476,507,479,503,-1
513,475,533,452,486,475,476,471,456,471,1
504,475,503,518,476,459,477,474,451,426,1
572,476,506,482,469,496,475,463,501,482,1
459,474,486,534,483,484,476,463,484,467,-1
542,476,525,491,487,478,476,512,464,486,1
507,477,530,503,488,459,474,513,483,487,-1
576,475,455,488,480,495,476,512,466,512,1
530,477,490,501,479,484,476,508,502,459,-1
419,475,511,520,488,507,476,414,484,483,1
470,474,490,469,478,466,475,395,469,503,1
525,475,505,489,483,469,476,482,485,456,1
465,477,472,498,478,473,475,508,491,523,1
458,474,460,471,493,469,476,551,470,466,-1
501,475,472,502,475,496,476,426,476,479,-1
523,475,488,496,500,479,476,505,464,459,-1
562,477,497,537,491,486,476,512,485,488,-1
439,475,492,487,503,452,476,489,487,478,-1
466,477,515,469,503,464,477,417,469,492,-1
509,476,478,519,491,464,476,435,473,506,-1
502,474,477,535,469,486,476,570,475,512,-1
515,476,479,531,479,488,476,521,508,441,-1
504,475,500,465,500,522,476,456,482,481,-1
502,476,490,471,505,489,477,456,472,537,1
497,477,491,483,475,480,475,551,459,469,-1
486,476,486,495,480,489,476,437,480,511,-1
520,476,465,498,486,500,476,481,500,512,1
538,476,503,509,480,473,476,421,488,504,1
588,476,461,498,478,481,475,548,468,496,1
523,477,471,445,473,463,475,502,482,495,-1
512,476,506,506,481,495,477,504,493,483,-1
492,475,480,516,484,465,476,510,495,469,1
504,475,517,485,472,498,476,517,492,485,-1
503,476,493,499,481,487,476,400,490,504,1
499,476,535,501,486,494,475,497,452,474,-1
539,477,491,507,480,475,478,515,499,479,1
512,477,473,488,477,475,477,452,501,497,1
492,477,489,464,495,504,476,470,481,479,1
499,479,488,499,471,480,476,499,467,471,-1
552,475,500,490,480,459,475,530,511,521,1
576,477,510,514,474,490,477,502,481,486,1
476,477,493,512,479,482,477,524,484,491,-1
549,477,451,515,490,458,476,503,480,484,-1
486,477,497,497,491,496,476,459,464,547,-1
416,476,512,482,457,477,476,505,481,477,-1
508,475,510,484,477,482,476,416,460,467,1
478,474,492,474,478,476,476,498,496,499,1
516,474,461,493,488,471,476,523,472,426,1
517,474,493,488,477,472,476,497,489,496,1
464,475,450,491,473,478,476,488,481,468,1
534,476,524,469,491,513,477,629,480,471,-1
529,476,478,483,487,456,475,523,471,499,1
611,477,488,518,487,477,476,542,488,487,1
467,475,499,512,486,487,476,482,478,544,-1
490,475,489,496,495,500,477,499,456,529,-1
495,475,486,491,488,490,476,475,480,506,1
477,478,515,506,485,484,476,502,496,493,1
509,476,499,509,480,477,476,490,484,464,-1
503,475,476,502,475,498,476,447,493,496,1
418,476,453,477,494,487,476,437,479,526,1
431,475,511,521,479,482,476,544,462,493,-1
342,474,475,500,466,478,476,486,445,508,-1
445,475,511,510,486,472,478,483,486,494,1
493,478,483,485,477,468,477,452,489,519,-1
524,476,501,481,479,461,476,434,484,481,-1
533,476,488,518,487,462,476,447,501,477,-1
583,475,510,442,478,471,477,512,480,490,-1
483,475,471,492,493,479,476,499,493,453,1
616,476,499,505,471,479,476,500,475,516,1
560,478,474,520,488,460,476,499,500,472,1
466,476,475,497,469,500,477,438,472,447,-1
450,476,502,493,485,463,477,543,476,465,1
456,475,510,523,480,500,476,463,514,518,1
435,478,450,498,469,467,477,468,473,516,-1
512,477,448,487,479,474,477,535,488,498,-1
500,477,483,510,487,464,476,572,525,446,1
488,474,510,478,481,470,477,482,473,510,1
566,475,486,488,478,441,476,452,488,496,-1
480,477,502,496,484,467,477,476,496,486,1
517,476,485,502,480,492,475,521,498,498,1
455,474,489,510,473,480,477,510,487,498,-1
473,476,483,520,492,495,477,472,467,520,-1
462,476,465,459,476,470,477,536,497,469,-1
518,476,497,486,488,472,476,549,485,465,-1
476,477,466,472,475,461,476,494,485,453,-1
535,477,520,498,474,477,476,470,503,477,-1
533,476,468,485,481,466,476,524,481,512,1
496,477,516,474,484,483,475,500,499,494,-1
510,477,436,502,474,472,476,487,483,444,1
431,476,443,512,484,490,476,499,462,557,1
479,474,513,460,483,492,475,458,483,487,-1
536,477,511,520,480,481,477,547,488,493,1
447,476,528,497,481,485,475,501,494,472,1
486,476,458,484,481,487,477,531,467,522,1
539,476,500,473,477,468,476,426,502,508,1
487,476,513,498,468,468,477,482,491,472,-1
418,478,515,477,482,500,476,407,483,507,1
467,477,507,487,488,466,476,420,475,469,1
496,476,473,487,466,468,476,522,497,482,-1
561,476,474,492,484,473,476,554,471,495,1
528,477,481,506,489,437,476,537,473,472,1
504,477,456,492,472,477,476,538,488,513,-1
452,477,467,483,476,469,476,570,491,462,-1
514,478,499,492,485,476,477,498,489,472,-1
435,475,475,479,472,491,477,419,482,484,1
468,475,442,499,481,496,477,473,490,436,1
508,475,494,515,486,469,475,565,503,474,1
529,475,491,481,477,481,476,452,474,499,-1
467,476,496,551,486,484,477,432,480,477,-1
539,476,504,498,489,482,476,468,469,486,-1
530,475,476,517,493,478,476,513,491,496,-1
512,477,514,462,492,480,475,522,494,527,1
497,476,490,499,484,492,476,434,473,499,1
435,475,468,508,496,472,475,469,480,442,1
475,478,484,486,484,475,476,460,482,521,-1
513,479,483,500,484,484,475,463,478,508,1
493,477,502,495,491,490,476,445,491,511,-1
544,477,513,495,471,493,476,488,474,433,-1
527,476,470,476,486,467,476,464,491,500,1
477,476,503,483,479,485,476,483,481,500,1
491,477,467,513,473,462,476,513,475,514,1
481,475,501,450,489,506,476,443,487,514,1
463,477,520,499,484,475,477,503,486,516,-1
494,477,498,511,485,473,477,455,484,493,-1
429,475,460,499,486,484,476,504,477,481,-1
432,476,485,472,490,469,476,440,461,505,-1
512,476,473,479,472,477,475,566,492,475,1
550,478,483,499,480,462,477,486,484,485,1
529,475,500,487,475,473,477,521,471,484,-1
527,478,468,521,487,455,476,550,474,522,-1
494,476,477,499,485,481,476,584,487,511,-1
458,478,504,510,474,483,477,548,505,459,1
425,474,516,489,486,487,476,476,491,457,-1
508,475,522,479,489,468,477,455,505,510,1
441,476,501,499,491,499,475,487,474,521,-1
463,476,475,494,478,454,476,503,470,460,1
509,477,515,486,480,469,477,487,481,568,-1
475,474,475,466,483,470,476,457,472,497,-1
539,477,519,498,476,479,476,462,493,462,1
455,478,468,483,482,465,477,511,479,512,-1
509,474,489,486,471,465,476,425,491,494,-1
495,475,514,495,493,506,477,521,486,510,-1
472,477,508,521,486,448,476,451,519,534,1
441,478,515,483,499,464,476,469,505,491,1
574,477,444,505,478,476,476,400,469,466,-1
482,475,523,496,490,454,476,476,481,480,-1
484,473,497,504,477,456,477,484,497,464,-1
498,476,485,506,492,480,477,466,486,473,-1
453,478,515,501,487,468,476,491,486,506,1
551,475,490,525,484,470,476,505,466,489,-1
464,476,484,517,479,473,476,465,487,527,1
439,475,511,495,476,502,476,494,482,469,-1
472,477,520,507,484,486,475,511,503,495,-1
473,477,488,552,495,489,476,469,470,502,-1
518,476,493,486,479,481,476,542,494,506,-1
547,476,478,471,486,454,476,508,500,508,1
462,473,500,485,471,475,476,482,487,497,1
602,477,474,516,482,469,476,562,496,481,-1
560,476,487,501,496,480,476,484,479,498,-1
478,474,514,488,479,515,476,449,502,486,1
499,474,510,522,481,453,475,476,472,490,1
556,476,497,545,501,480,476,457,482,504,1
527,476,490,491,495,489,476,526,473,464,-1
542,475,481,522,478,488,476,572,500,462,-1
456,476,507,502,485,503,476,493,483,488,1
506,475,508,514,483,483,476,524,462,482,1
